Subject,Curriculum,Category,Quiz_Name,Question,#_Times_Asked,#_Times_Correct,#_Times_Incorrect, %_correct 
Biology,GCSE,GCSE Biology,Unit 4 - Appropriate Chart/Graph,Identify this type of chart.,3,1,2, 33 
Biology,GCSE,GCSE Biology,Unit 4 - Appropriate Chart/Graph,Points just plotted without joining or bars is shown here. This is a...,3,2,1, 67 
Biology,GCSE,GCSE Biology,Unit 4 - Appropriate Chart/Graph,This shows the population of a country as time goes on. The population is...,3,3,0, 100 
Biology,GCSE,GCSE Biology,Unit 4 - Appropriate Chart/Graph,This chart is a type of...,3,1,2, 33 
Biology,GCSE,GCSE Biology,Unit 4 - Appropriate Chart/Graph,"In the following pie chart, which has the largest percentage?",3,2,1, 67 
Biology,GCSE,GCSE Biology,Unit 4 - Appropriate Chart/Graph,"Using this pie chart, showing the composition of the human body, which of the following is the body mainly made of?",3,2,1, 67 
Biology,GCSE,GCSE Biology,Unit 4 - Appropriate Chart/Graph,"Looking at this histogram of the height of cherry trees, why is this a histogram and not a bar chart?",3,1,2, 33 
Biology,GCSE,GCSE Biology,Unit 4 - Appropriate Chart/Graph,"Looking at this line graph, how much glucose is present after 14 hours?",3,1,2, 33 
Biology,GCSE,GCSE Biology,Unit 4 - Causal or Association Relationship of Variables,What is a variable in a scientific experiment?,2,1,1, 50 
Biology,GCSE,GCSE Biology,Unit 4 - Causal or Association Relationship of Variables,How many different types of variables are there?,2,1,1, 50 
Biology,GCSE,GCSE Biology,Unit 4 - Causal or Association Relationship of Variables,The dependent variable is...,2,1,1, 50 
Biology,GCSE,GCSE Biology,Unit 4 - Causal or Association Relationship of Variables,The key independent variable is...,2,2,0, 100 
Biology,GCSE,GCSE Biology,Unit 4 - Causal or Association Relationship of Variables,"Which is the key independent variable based on this hypothesis?<br />
I think that as the temperature increases, the rate of bubbles given off will increase due to the increased number of collisions.",2,0,2, -   
Biology,GCSE,GCSE Biology,Unit 4 - Causal or Association Relationship of Variables,"What is the dependent variable in the following prediction?<br />
I think that as the pH increases, the number of bubbles given off will decrease.",2,1,1, 50 
Biology,GCSE,GCSE Biology,Unit 4 - Causal or Association Relationship of Variables,"As X increases, Y increases demonstrates a...",2,1,1, 50 
Biology,GCSE,GCSE Biology,Unit 4 - Causal or Association Relationship of Variables,Causal implies that...,2,1,1, 50 
Biology,GCSE,GCSE Biology,Unit 4 - Causal or Association Relationship of Variables,An association is not the same thing as a causal relationship because...,2,1,1, 50 
Biology,GCSE,GCSE Biology,Unit 4 - Causal or Association Relationship of Variables,Directly proportional means that...,2,1,1, 50 
Biology,GCSE,GCSE Biology,Unit 4 - Controlled Variable,Controlled variables are...,2,1,1, 50 
Biology,GCSE,GCSE Biology,Unit 4 - Controlled Variable,"Unless we keep the controlled variables the same, the investigation will not be...",2,1,1, 50 
Biology,GCSE,GCSE Biology,Unit 4 - Controlled Variable,"In an experiment on the effect of temperature on germination of cress seeds, which are the controlled variables?",2,1,1, 50 
Biology,GCSE,GCSE Biology,Unit 4 - Controlled Variable,What is a variable?,2,1,1, 50 
Biology,GCSE,GCSE Biology,Unit 4 - Controlled Variable,"If we fail to control variables, the results from the experiment may not be...",2,2,0, 100 
Biology,GCSE,GCSE Biology,Unit 4 - Controlled Variable,A fair test is one where everything is the same except for the...,2,1,1, 50 
Biology,GCSE,GCSE Biology,Unit 4 - Controlled Variable,"During a drug trial, which are the controlled variables?",2,1,1, 50 
Biology,GCSE,GCSE Biology,Unit 4 - Controlled Variable,We control the controlled variables by keeping them...,2,1,1, 50 
Biology,GCSE,GCSE Biology,Unit 4 - Controlled Variable,"In an experiment investigating the effect of acid concentration, which is the controlled variable?",2,1,1, 50 
Biology,GCSE,GCSE Biology,Unit 4 - Controlled Variable,"In an ecology experiment, we must always use quadrats of the same...",2,2,0, 100 
Biology,GCSE,GCSE Biology,Unit 4 - Draw a Conclusion,A conclusion is...,2,1,1, 50 
Biology,GCSE,GCSE Biology,Unit 4 - Draw a Conclusion,Conclusions are based on this.,2,1,1, 50 
Biology,GCSE,GCSE Biology,Unit 4 - Draw a Conclusion,"We refer to this in the conclusion, and state whether the results agree.",2,1,1, 50 
Biology,GCSE,GCSE Biology,Unit 4 - Draw a Conclusion,"What is the conclusion for the following data?<br /><br />

Temperature/degrees Celsius&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;       Volume of gas/cm<sup>3</sup><br /><br />

&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&",2,1,1, 50 
Biology,GCSE,GCSE Biology,Unit 4 - Draw a Conclusion,Conclusions are positioned...,2,1,1, 50 
Biology,GCSE,GCSE Biology,Unit 4 - Draw a Conclusion,Which of the following is the correct order for writing up an experiment?,2,1,1, 50 
Biology,GCSE,GCSE Biology,Unit 4 - Draw a Conclusion,"If the results double every time the key variable is doubled, the conclusion will say the results are in...",2,2,0, 100 
Biology,GCSE,GCSE Biology,Unit 4 - Draw a Conclusion,Results which disagree with the prediction are described as...,2,1,1, 50 
Biology,GCSE,GCSE Biology,Unit 4 - Draw a Conclusion,"If results do not support the prediction, it means that...",2,1,1, 50 
Biology,GCSE,GCSE Biology,Unit 4 - Draw a Conclusion,"What is the conclusion for the following data?<br /><br />

Height/mm&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;                       Mass/g<br /><br />
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;15&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&",2,2,0, 100 
Biology,GCSE,GCSE Biology,Unit 4 - Evaluating,Evaluation is an assessment of...,2,2,0, 100 
Biology,GCSE,GCSE Biology,Unit 4 - Evaluating,Evaluations tell us what can be...,2,2,0, 100 
Biology,GCSE,GCSE Biology,Unit 4 - Evaluating,Evaluation will be found at the...,2,2,0, 100 
Biology,GCSE,GCSE Biology,Unit 4 - Evaluating,Which is the best order of events?,2,2,0, 100 
Biology,GCSE,GCSE Biology,Unit 4 - Evaluating,A successful evaluation can identify these.,2,1,1, 50 
Biology,GCSE,GCSE Biology,Unit 4 - Evaluating,Evaluations can lead to...,2,2,0, 100 
Biology,GCSE,GCSE Biology,Unit 4 - Evaluating,Evaluations involve assessing the...,2,2,0, 100 
Biology,GCSE,GCSE Biology,Unit 4 - Evaluating,If the assessment is entirely favourable...,2,2,0, 100 
Biology,GCSE,GCSE Biology,Unit 4 - Evaluating,Evaluations are an essential part of the scientific method.,2,1,1, 50 
Biology,GCSE,GCSE Biology,Unit 4 - Evaluating,Scientists evaluate in order to...,2,1,1, 50 
Biology,GCSE,GCSE Biology,Unit 4 - Hypothesis,A hypothesis is a...,6,4,2, 67 
Biology,GCSE,GCSE Biology,Unit 4 - Hypothesis,We come up with a hypothesis...,6,6,0, 100 
Biology,GCSE,GCSE Biology,Unit 4 - Hypothesis,Another phrase to describe a hypothesis is...,6,5,1, 83 
Biology,GCSE,GCSE Biology,Unit 4 - Hypothesis,"""I think that X will happen because of Y"" is an example of...",6,5,1, 83 
Biology,GCSE,GCSE Biology,Unit 4 - Hypothesis,Which of these is a hypothesis?,6,4,2, 67 
Biology,GCSE,GCSE Biology,Unit 4 - Hypothesis,Which of these is a hypothesis?,6,5,1, 83 
Biology,GCSE,GCSE Biology,Unit 4 - Hypothesis,Which is the correct order for an investigation?,6,5,1, 83 
Biology,GCSE,GCSE Biology,Unit 4 - Hypothesis,"After writing a hypothesis, we need to write the...",6,3,3, 50 
Biology,GCSE,GCSE Biology,Unit 4 - Hypothesis,"Before we can start the experiment, we need to do a...",6,5,1, 83 
Biology,GCSE,GCSE Biology,Unit 4 - Hypothesis,The hypothesis that links fossils with prehistoric organisms can only be tested if....,6,2,4, 33 
Biology,GCSE,GCSE Biology,Unit 4 - Identifying Anomalous Results,Anomalous means...,2,1,1, 50 
Biology,GCSE,GCSE Biology,Unit 4 - Identifying Anomalous Results,Anomalous results can be identified by looking at the...,2,1,1, 50 
Biology,GCSE,GCSE Biology,Unit 4 - Identifying Anomalous Results,Anomalous points on a graph do not follow the...,2,1,1, 50 
Biology,GCSE,GCSE Biology,Unit 4 - Identifying Anomalous Results,Anomalous results can make the results... ,2,2,0, 100 
Biology,GCSE,GCSE Biology,Unit 4 - Identifying Anomalous Results,What should be done if an odd result is found?,2,2,0, 100 
Biology,GCSE,GCSE Biology,Unit 4 - Identifying Anomalous Results,"If an anomalous result is included in the data, it will increase this.",2,2,0, 100 
Biology,GCSE,GCSE Biology,Unit 4 - Identifying Anomalous Results,"Which of these is the odd result?<br />
2, 1, 2, 4, 3, 11",2,1,1, 50 
Biology,GCSE,GCSE Biology,Unit 4 - Identifying Anomalous Results,Anomalous results can be caused by...,2,1,1, 50 
Biology,GCSE,GCSE Biology,Unit 4 - Identifying Anomalous Results,"After you have written your results into a table, what do you do next?",2,1,1, 50 
Biology,GCSE,GCSE Biology,Unit 4 - Identifying Anomalous Results,Anomalous results are...,2,1,1, 50 
Biology,GCSE,GCSE Biology,Unit 4 - Is Hypothesis Supported by the Data,What is a hypothesis?,3,2,1, 67 
Biology,GCSE,GCSE Biology,Unit 4 - Is Hypothesis Supported by the Data,An example of a hypothesis is...,3,1,2, 33 
Biology,GCSE,GCSE Biology,Unit 4 - Is Hypothesis Supported by the Data,Data we consider for our hypothesis consists of...,3,3,0, 100 
Biology,GCSE,GCSE Biology,Unit 4 - Is Hypothesis Supported by the Data,"When the hypothesis is supported, the data is in...",3,2,1, 67 
Biology,GCSE,GCSE Biology,Unit 4 - Is Hypothesis Supported by the Data,"If the data does not support the hypothesis, we will...",3,2,1, 67 
Biology,GCSE,GCSE Biology,Unit 4 - Is Hypothesis Supported by the Data,What could be the reason for unexpected data which does not support the hypothesis?,3,2,1, 67 
Biology,GCSE,GCSE Biology,Unit 4 - Is Hypothesis Supported by the Data,How would you process the data to work out if your hypothesis is supported?,3,1,2, 33 
Biology,GCSE,GCSE Biology,Unit 4 - Is Hypothesis Supported by the Data,A hypothesis can be supported by opinion as well as scientific knowledge.,3,1,2, 33 
Biology,GCSE,GCSE Biology,Unit 4 - Is Hypothesis Supported by the Data,What is an opinion based on?,3,2,1, 67 
Biology,GCSE,GCSE Biology,Unit 4 - Is Hypothesis Supported by the Data,Why is a control used in scientific experiments?,3,1,2, 33 
Biology,GCSE,GCSE Biology,Unit 4 - Key/Independent Variable,A variable in an experiment is...,3,2,1, 67 
Biology,GCSE,GCSE Biology,Unit 4 - Key/Independent Variable,Controlled variables are always kept...,3,2,1, 67 
Biology,GCSE,GCSE Biology,Unit 4 - Key/Independent Variable,The key independent variable is the factor we are...,3,3,0, 100 
Biology,GCSE,GCSE Biology,Unit 4 - Key/Independent Variable,The key variable is...,3,2,1, 67 
Biology,GCSE,GCSE Biology,Unit 4 - Key/Independent Variable,"I think that as the mass increases, the speed will decrease. <br /><br />
Which of the above is the key variable?",3,2,1, 67 
Biology,GCSE,GCSE Biology,Unit 4 - Key/Independent Variable,"I think that as we increase the temperature, the number of germinating seeds will increase.<br /><br />
Which is the dependent variable in the above?",3,3,0, 100 
Biology,GCSE,GCSE Biology,Unit 4 - Key/Independent Variable,We decide in advance (usually) what value this variable will have.,3,2,1, 67 
Biology,GCSE,GCSE Biology,Unit 4 - Key/Independent Variable,"If we fix the value, it is known as the...",3,2,1, 67 
Biology,GCSE,GCSE Biology,Unit 4 - Key/Independent Variable,Uncontrolled variables may make the results...,3,2,1, 67 
Biology,GCSE,GCSE Biology,Unit 4 - Key/Independent Variable,"In graphs, the key variable is always plotted on the...",3,2,1, 67 
Biology,GCSE,GCSE Biology,Unit 4 - Mean,Mean is also known as the...,6,5,1, 83 
Biology,GCSE,GCSE Biology,Unit 4 - Mean,"Find the mean of the following data.<br />
4, 6, 9, 3, 6",6,4,2, 67 
Biology,GCSE,GCSE Biology,Unit 4 - Mean,The mode is...,6,5,1, 83 
Biology,GCSE,GCSE Biology,Unit 4 - Mean,"What is the mean for these values?<br />
13, 18, 13, 14, 13, 16, 14, 21, 13",6,4,2, 67 
Biology,GCSE,GCSE Biology,Unit 4 - Mean,"What is the mode for this data?<br />
11, 11, 13, 13, 11, 14, 11, 11, 12",6,4,2, 67 
Biology,GCSE,GCSE Biology,Unit 4 - Mean,"What is the median for this data?<br />
11, 11, 12, 13, 15, 19, 21",6,5,1, 83 
Biology,GCSE,GCSE Biology,Unit 4 - Mean,We can use the mean to then...,6,2,4, 33 
Biology,GCSE,GCSE Biology,Unit 4 - Mean,The sample size is the...,6,3,3, 50 
Biology,GCSE,GCSE Biology,Unit 4 - Mean,"To calculate the mean, we divide the sum of the results by the...",6,3,3, 50 
Biology,GCSE,GCSE Biology,Unit 4 - Mean,Average can never be the same value as the...,6,2,4, 33 
Biology,GCSE,GCSE Biology,Unit 4 - Precision of Data,Precision means that the measurements are...,2,2,0, 100 
Biology,GCSE,GCSE Biology,Unit 4 - Precision of Data,Accuracy is...,2,1,1, 50 
Biology,GCSE,GCSE Biology,Unit 4 - Precision of Data,Another word for reliable.,2,1,1, 50 
Biology,GCSE,GCSE Biology,Unit 4 - Precision of Data,"Reliable results are just like reliable people, they are always...",2,1,1, 50 
Biology,GCSE,GCSE Biology,Unit 4 - Precision of Data,Unreliable data will have a large...,2,1,1, 50 
Biology,GCSE,GCSE Biology,Unit 4 - Precision of Data,Precise data will always have a value very close to the...,2,1,1, 50 
Biology,GCSE,GCSE Biology,Unit 4 - Precision of Data,When measurements are both accurate and reliable they are described as...,2,2,0, 100 
Biology,GCSE,GCSE Biology,Unit 4 - Precision of Data,Increasing the sample size can increase this.,2,1,1, 50 
Biology,GCSE,GCSE Biology,Unit 4 - Precision of Data,"If there is a systematic error within the experiment, this will always be a problem.",2,0,2, -   
Biology,GCSE,GCSE Biology,Unit 4 - Precision of Data,Resolution of a measuring device is...,2,2,0, 100 
Biology,GCSE,GCSE Biology,Unit 4 - Range,"Which one of the following is the range of this data?<br />
25, 16, 18, 10, 12, 16, 17",3,2,1, 67 
Biology,GCSE,GCSE Biology,Unit 4 - Range,"Which is the lower limit of this range of data?<br />
22, 14, 16, 19, 11, 28",3,2,1, 67 
Biology,GCSE,GCSE Biology,Unit 4 - Range,"What is the upper limit of the following data?<br />
15, 18, 25, 18, 45",3,2,1, 67 
Biology,GCSE,GCSE Biology,Unit 4 - Range,"If there is a very wide range of data for the same experiment, we say that the data is...",3,1,2, 33 
Biology,GCSE,GCSE Biology,Unit 4 - Range,"The range will guide us about a valid comparison between our experimental results and the control. If the ranges do not overlap, we say that there is...",3,1,2, 33 
Biology,GCSE,GCSE Biology,Unit 4 - Range,"If the range is large, we need to consider this.",3,3,0, 100 
Biology,GCSE,GCSE Biology,Unit 4 - Range,"To calculate the range, we...",3,3,0, 100 
Biology,GCSE,GCSE Biology,Unit 4 - Range,"Calculate the range of the following data.<br />
12, 14, 16, 13, 17, 19",3,2,1, 67 
Biology,GCSE,GCSE Biology,Unit 4 - Range,The range is the same thing as this.,3,2,1, 67 
Biology,GCSE,GCSE Biology,Unit 4 - Range,"If the range is large, the variation of the data is...",3,2,1, 67 
Biology,GCSE,GCSE Biology,Unit 4 - Reasons for Anomalous Results,Anomalous data is...,2,1,1, 50 
Biology,GCSE,GCSE Biology,Unit 4 - Reasons for Anomalous Results,Zero error is when the equipment is not set to... ,2,1,1, 50 
Biology,GCSE,GCSE Biology,Unit 4 - Reasons for Anomalous Results,A systematic error is due to...,2,1,1, 50 
Biology,GCSE,GCSE Biology,Unit 4 - Reasons for Anomalous Results,Systematic errors can be identified by...,2,1,1, 50 
Biology,GCSE,GCSE Biology,Unit 4 - Reasons for Anomalous Results,"If anomalous data is identified, the experiment can be repeated and this can be recalculated.",2,1,1, 50 
Biology,GCSE,GCSE Biology,Unit 4 - Reasons for Anomalous Results,Which of these pieces of equipment need to be set to zero before use?,2,1,1, 50 
Biology,GCSE,GCSE Biology,Unit 4 - Reasons for Anomalous Results,"If data is inaccurate, we will do more...",2,1,1, 50 
Biology,GCSE,GCSE Biology,Unit 4 - Reasons for Anomalous Results,Identifying these can lead to increased accuracy.,2,1,1, 50 
Biology,GCSE,GCSE Biology,Unit 4 - Reasons for Anomalous Results,A chart of this type can reveal anomalous data.,2,2,0, 100 
Biology,GCSE,GCSE Biology,Unit 4 - Reasons for Anomalous Results,"If scientists discover anomalous data, they will do this and take an average.",2,1,1, 50 
Biology,GCSE,GCSE Biology,Unit 4 - Risk Assessment,The definition of risk is...,5,4,1, 80 
Biology,GCSE,GCSE Biology,Unit 4 - Risk Assessment,Another word for hazard is...,5,5,0, 100 
Biology,GCSE,GCSE Biology,Unit 4 - Risk Assessment,Risk assessment works out what could go...,5,4,1, 80 
Biology,GCSE,GCSE Biology,Unit 4 - Risk Assessment,Which one of these is a hazard?,5,5,0, 100 
Biology,GCSE,GCSE Biology,Unit 4 - Risk Assessment,What harm can corrosive substances do?,5,3,2, 60 
Biology,GCSE,GCSE Biology,Unit 4 - Risk Assessment,An example of a corrosive substance is...,5,4,1, 80 
Biology,GCSE,GCSE Biology,Unit 4 - Risk Assessment,Which piece of safety equipment would you use for handling a corrosive substance?,5,3,2, 60 
Biology,GCSE,GCSE Biology,Unit 4 - Risk Assessment,You need to do a risk assessment before...,5,3,2, 60 
Biology,GCSE,GCSE Biology,Unit 4 - Risk Assessment,"If a chemical is volatile and could cause breathing problems, where is it handled?",5,3,2, 60 
Biology,GCSE,GCSE Biology,Unit 4 - Risk Assessment,Risk assessments are...,5,4,1, 80 
Biology,GCSE,GCSE Biology,Unit 4 - Selecting Equipment,You want to do an experiment but the total volume of reactants is 100ml. Which is the most suitable vessel for putting your reactants into?,4,3,1, 75 
Biology,GCSE,GCSE Biology,Unit 4 - Selecting Equipment,Use this to accurately measure the volume of liquids.,4,3,1, 75 
Biology,GCSE,GCSE Biology,Unit 4 - Selecting Equipment,"For liquids, this needs to be on the graduated line.",4,3,1, 75 
Biology,GCSE,GCSE Biology,Unit 4 - Selecting Equipment,We use these to hold a flask in place.,4,4,0, 100 
Biology,GCSE,GCSE Biology,Unit 4 - Selecting Equipment,This is used to separate insoluble solids from soluble materials.,4,3,1, 75 
Biology,GCSE,GCSE Biology,Unit 4 - Selecting Equipment,Name the equipment used in ecology for estimating populations.,4,3,1, 75 
Biology,GCSE,GCSE Biology,Unit 4 - Selecting Equipment,Most accurate equipment for measuring the volume of a gas.,4,3,1, 75 
Biology,GCSE,GCSE Biology,Unit 4 - Selecting Equipment,"If you were planning an experiment using a dangerous volatile substance, you must use this.",4,4,0, 100 
Biology,GCSE,GCSE Biology,Unit 4 - Selecting Equipment,"Accurate measuring equipment is essential, otherwise the results could be...",4,3,1, 75 
Biology,GCSE,GCSE Biology,Unit 4 - Selecting Equipment,"In order to measure the length of a line, we should use a ruler accurate to the nearest...",4,3,1, 75 
